certification_no,plan_date,insurer,plan_name,plan_level_raw,geographical_coverage,geo_tier,ward_restriction,ward_tier,provider_restriction,has_deductible,deductible_amount,coinsurance_pct,cost_tier,lifetime_benefit_limit,lifetime_tier,annual_benefit_limit,room_board_per_day,misc_charges_limit,surgeon_complex_limit,psychiatric_limit,no_sublimits,schedule_tier,overall_tier,fields_missing,scrape_status,source_url
F00040-22-000-02,2 March 2026,Bupa (Asia) Limited,Bupa Hero VHIS Plan,"Core Pro (HKD15,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,10000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00040/F00040-22-000-02-PlanDoc-e.pdf
F00040-23-000-02,2 March 2026,Bupa (Asia) Limited,Bupa Hero VHIS Plan,"Core Pro (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,10000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00040/F00040-23-000-02-PlanDoc-e.pdf
F00040-24-000-02,2 March 2026,Bupa (Asia) Limited,Bupa Hero VHIS Plan,"Core Pro (HKD80,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,10000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00040/F00040-24-000-02-PlanDoc-e.pdf
F00029-01-000-06,2 March 2026,Bupa (Asia) Limited,Bupa MyFlexi VHIS Plan,Standard,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,1000,16400,58600,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00029/F00029-01-000-06-PlanDoc-e.pdf
F00029-01-001-06,2 March 2026,Bupa (Asia) Limited,Bupa MyFlexi VHIS Plan,Standard Plus,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,1000,16400,58600,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00029/F00029-01-001-06-PlanDoc-e.pdf
F00029-02-000-06,2 March 2026,Bupa (Asia) Limited,Bupa MyFlexi VHIS Plan,Advance,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,2100,25600,81000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00029/F00029-02-000-06-PlanDoc-e.pdf
F00029-02-001-06,2 March 2026,Bupa (Asia) Limited,Bupa MyFlexi VHIS Plan,Advance Plus,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,2100,25600,81000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00029/F00029-02-001-06-PlanDoc-e.pdf
F00029-03-000-06,2 March 2026,Bupa (Asia) Limited,Bupa MyFlexi VHIS Plan,Deluxe,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,4000,45600,126000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00029/F00029-03-000-06-PlanDoc-e.pdf
F00029-03-001-06,2 March 2026,Bupa (Asia) Limited,Bupa MyFlexi VHIS Plan,Deluxe Plus,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,4000,45600,126000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00029/F00029-03-001-06-PlanDoc-e.pdf
F00035-01-000-05,2 March 2026,Bupa (Asia) Limited,Global Prestige VHIS Plan,Prime - HKD0 Deductible,Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00035/F00035-01-000-05-PlanDoc-e.pdf
F00035-02-000-05,2 March 2026,Bupa (Asia) Limited,Global Prestige VHIS Plan,"Prime - HKD12,000 Deductible",Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00035/F00035-02-000-05-PlanDoc-e.pdf
F00035-03-000-05,2 March 2026,Bupa (Asia) Limited,Global Prestige VHIS Plan,"Prime - HKD40,000 Deductible",Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00035/F00035-03-000-05-PlanDoc-e.pdf
F00035-04-000-05,2 March 2026,Bupa (Asia) Limited,Global Prestige VHIS Plan,"Prime - HKD80,000 Deductible",Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00035/F00035-04-000-05-PlanDoc-e.pdf
F00035-05-000-01,2 March 2026,Bupa (Asia) Limited,Global Prestige VHIS Plan,Signature - HKD0 Deductible,Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00035/F00035-05-000-01-PlanDoc-e.pdf
F00035-06-000-01,2 March 2026,Bupa (Asia) Limited,Global Prestige VHIS Plan,"Signature - HKD12,000 Deductible",Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00035/F00035-06-000-01-PlanDoc-e.pdf
F00035-07-000-01,2 March 2026,Bupa (Asia) Limited,Global Prestige VHIS Plan,"Signature - HKD40,000 Deductible",Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00035/F00035-07-000-01-PlanDoc-e.pdf
F00035-08-000-01,2 March 2026,Bupa (Asia) Limited,Global Prestige VHIS Plan,"Signature - HKD80,000 Deductible",Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,40000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00035/F00035-08-000-01-PlanDoc-e.pdf
F00024-01-000-03,1 June 2026,China Life Insurance (Overseas) Company Limited,Healthy Life Medical Insurance Plan,Healthy Life Medical Insurance Plan,Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,30,tier1,None,tier1,800000,1200,16000,55000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00024/F00024-01-000-03-PlanDoc-e.pdf
F00030-01-000-03,1 June 2026,China Life Insurance (Overseas) Company Limited,Healthy Life Premier Medical Insurance Plan,Semi-private,Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,30,tier1,None,tier1,1100000,2500,24000,86000,35000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00030/F00030-01-000-03-PlanDoc-e.pdf
F00030-01-001-03,1 June 2026,China Life Insurance (Overseas) Company Limited,Healthy Life Premier Medical Insurance Plan,Semi-private with SMM,Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,30,tier1,None,tier1,1100000,2500,24000,86000,35000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00030/F00030-01-001-03-PlanDoc-e.pdf
F00030-02-000-03,1 June 2026,China Life Insurance (Overseas) Company Limited,Healthy Life Premier Medical Insurance Plan,Private,Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,30,tier1,None,tier1,1500000,4500,35000,120000,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00030/F00030-02-000-03-PlanDoc-e.pdf
F00030-02-001-03,1 June 2026,China Life Insurance (Overseas) Company Limited,Healthy Life Premier Medical Insurance Plan,Private with SMM,Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,30,tier1,None,tier1,1500000,4500,35000,120000,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00030/F00030-02-001-03-PlanDoc-e.pdf
F00052-01-000-01,7 July 2021,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Flexi Plan,Plan 1 - Ward with SMM,Worldwide,tier1,No restriction,tier1,No restriction,,,30,tier3,None,tier1,500000,,14000,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00052/F00052-01-000-01-PlanDoc-e.pdf
F00052-02-000-01,7 July 2021,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Flexi Plan,Plan 2 - Semi-Private Room,Worldwide,tier1,No restriction,tier1,No restriction,,,30,tier3,None,tier1,1000000,,24400,,55000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00052/F00052-02-000-01-PlanDoc-e.pdf
F00052-02-001-01,7 July 2021,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Flexi Plan,Plan 3 - Semi-Private Room with SMM,Worldwide,tier1,No restriction,tier1,No restriction,,,30,tier3,None,tier1,1000000,,24400,,55000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00052/F00052-02-001-01-PlanDoc-e.pdf
F00052-03-000-01,7 July 2021,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Flexi Plan,Plan 4 - Standard Private Room,Worldwide,tier1,No restriction,tier1,No restriction,,,30,tier3,None,tier1,1360000,,32500,,57000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00052/F00052-03-000-01-PlanDoc-e.pdf
F00052-03-001-01,7 July 2021,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Flexi Plan,Plan 5 - Standard Private Room with SMM,Worldwide,tier1,No restriction,tier1,No restriction,,,30,tier3,None,tier1,1360000,,32500,,57000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00052/F00052-03-001-01-PlanDoc-e.pdf
F00062-01-000-02,1 January 2023,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Priority Plan,HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,None,tier1,20000000,,,,,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00062/F00062-01-000-02-PlanDoc-e.pdf
F00062-02-000-02,1 January 2023,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Priority Plan,"HKD20,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,None,tier1,20000000,,,,,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00062/F00062-02-000-02-PlanDoc-e.pdf
F00062-03-000-02,1 January 2023,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Priority Plan,"HKD50,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,None,tier1,20000000,,,,,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00062/F00062-03-000-02-PlanDoc-e.pdf
F00062-04-000-02,1 January 2023,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Priority Plan,USD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,None,tier1,2500000,,,,,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00062/F00062-04-000-02-PlanDoc-e.pdf
F00062-05-000-02,1 January 2023,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Priority Plan,"USD2,500 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,None,tier1,2500000,,,,,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00062/F00062-05-000-02-PlanDoc-e.pdf
F00062-06-000-02,1 January 2023,China Taiping Life Insurance (Hong Kong) Company Limited,Taiping Life VHIS Priority Plan,"USD6,250 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,None,tier1,2500000,,,,,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00062/F00062-06-000-02-PlanDoc-e.pdf
F00021-01-000-03,23 November 2025,Chow Tai Fook Life Insurance Co Ltd,''BetterCare'' Medical Insurance Plan,Benefit Level 1 with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,500000,900,14000,50000,50000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00021/F00021-01-000-03-PlanDoc-e.pdf
F00021-02-000-03,23 November 2025,Chow Tai Fook Life Insurance Co Ltd,''BetterCare'' Medical Insurance Plan,Benefit Level 2 with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,600000,1800,16000,63000,55000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00021/F00021-02-000-03-PlanDoc-e.pdf
F00021-03-000-03,23 November 2025,Chow Tai Fook Life Insurance Co Ltd,''BetterCare'' Medical Insurance Plan,Benefit Level 3 with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,700000,4000,24000,84000,60000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00021/F00021-03-000-03-PlanDoc-e.pdf
F00021-04-000-03,23 November 2025,Chow Tai Fook Life Insurance Co Ltd,''BetterCare'' Medical Insurance Plan,Benefit Level 1 with SMM (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,64520,120,1810,6455,6455,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00021/F00021-04-000-03-PlanDoc-e.pdf
F00021-05-000-03,23 November 2025,Chow Tai Fook Life Insurance Co Ltd,''BetterCare'' Medical Insurance Plan,Benefit Level 2 with SMM (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,77420,235,2065,8130,7100,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00021/F00021-05-000-03-PlanDoc-e.pdf
F00021-06-000-03,23 November 2025,Chow Tai Fook Life Insurance Co Ltd,''BetterCare'' Medical Insurance Plan,Benefit Level 3 with SMM (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,90325,520,3100,10840,7745,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00021/F00021-06-000-03-PlanDoc-e.pdf
F00077-01-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan","Benefit Level 1 - Asia (HKD 36,000 Deductible + HKD 36,000 Benefit Contribution Amount)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-01-000-01-PlanDoc-e.pdf
F00077-02-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan","Benefit Level 2 - Asia (HKD 18,000 Deductible + HKD 18,000 Benefit Contribution Amount)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-02-000-01-PlanDoc-e.pdf
F00077-03-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan",Benefit Level 3 - Asia (HKD 0 Deductible + HKD 0 Benefit Contribution Amount),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-03-000-01-PlanDoc-e.pdf
F00077-04-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan","Benefit Level 4 - Worldwide excluding USA (HKD 18,000 Deductible + HKD 18,000 Benefit Contribution Amount)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-04-000-01-PlanDoc-e.pdf
F00077-05-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan",Benefit Level 5 - Worldwide excluding USA (HKD 0 Deductible + HKD 0 Benefit Contribution Amount),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-05-000-01-PlanDoc-e.pdf
F00077-06-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan","Benefit Level 6 - Worldwide (HKD 18,000 Deductible + HKD 18,000 Benefit Contribution Amount)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-06-000-01-PlanDoc-e.pdf
F00077-07-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan",Benefit Level 7 - Worldwide (HKD 0 Deductible + HKD 0 Benefit Contribution Amount),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-07-000-01-PlanDoc-e.pdf
F00077-08-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan","Benefit Level 1 - Asia (USD 4,640 Deductible + USD 4,640 Benefit Contribution Amount)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-08-000-01-PlanDoc-e.pdf
F00077-09-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan","Benefit Level 2 - Asia (USD 2,320 Deductible + USD 2,320 Benefit Contribution Amount)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-09-000-01-PlanDoc-e.pdf
F00077-10-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan",Benefit Level 3 - Asia (USD 0 Deductible + USD 0 Benefit Contribution Amount),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-10-000-01-PlanDoc-e.pdf
F00077-11-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan","Benefit Level 4 - Worldwide excluding USA (USD 2,320 Deductible + USD 2,320 Benefit Contribution Amount)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-11-000-01-PlanDoc-e.pdf
F00077-12-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan",Benefit Level 5 - Worldwide excluding USA (USD 0 Deductible + USD 0 Benefit Contribution Amount),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-12-000-01-PlanDoc-e.pdf
F00077-13-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan","Benefit Level 6 - Worldwide (USD 2,320 Deductible + USD 2,320 Benefit Contribution Amount)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-13-000-01-PlanDoc-e.pdf
F00077-14-000-01,10 January 2025,Chow Tai Fook Life Insurance Co Ltd,"""ChampCare"" Medical Insurance Plan",Benefit Level 7 - Worldwide (USD 0 Deductible + USD 0 Benefit Contribution Amount),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,,,,,,,tier3,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00077/F00077-14-000-01-PlanDoc-e.pdf
